Postcode;Plaatsnaam;Provincie
6730;TINTIGNY;Luxemburg
2830;Tisselt;Antwerpen
6700;Toernich;Luxemburg
6941;Tohogne;Luxemburg
1570;Tollembeek;Vlaams-Brabant
3700;TONGEREN;Limburg
2260;Tongerlo;Antwerpen
3960;Tongerlo;Limburg
7951;Tongre-Notre-Dame;Henegouwen
7950;Tongre-Saint-Martin;Henegouwen
5140;Tongrinne;Namen
6717;Tontelange;Luxemburg
6767;Torgny;Luxemburg
8820;TORHOUT;West-Vlaanderen
4263;Tourinne;Luik
1320;Tourinnes-La-Grosse;Waals-Brabant
1457;Tourinnes-Saint-Lambert;Waals-Brabant
7500;TOURNAI;Henegouwen
6840;Tournay;Luxemburg
7904;Tourpes;Henegouwen
6890;Transinne;Luxemburg
6183;Trazegnies;Henegouwen
5670;Treignes;Namen
4670;Trembleur;Luik
3120;TREMELO;Vlaams-Brabant
7100;Trivières;Henegouwen
4280;Trognée;Luik
4980;TROIS-PONTS;Luik
1480;TUBIZE;Waals-Brabant
2300;TURNHOUT;Antwerpen
6833;Ucimont;Luxemburg
3631;Uikhoven;Limburg
9290;Uitbergen;Oost-Vlaanderen 
8370;Uitkerke;West-Vlaanderen
1180;UKKEL;Brussel (19 gemeenten)
3832;Ulbeek;Limburg
5310;Upigny;Namen
9910;Ursel;Oost-Vlaanderen 
3054;Vaalbeek;Vlaams-Brabant
3770;Val-Meer;Limburg
6741;Vance;Luxemburg
2431;Varendonk;Antwerpen
8490;Varsenare;West-Vlaanderen
5680;Vaucelles;Namen
7536;Vaulx;Henegouwen
6462;Vaulx-Lez-Chimay;Henegouwen
6960;Vaux-Chavanne;Luxemburg
4530;Vaux-Et-Borset;Luik
6640;Vaux-Lez-Rosières;Luxemburg
4051;Vaux-Sous-Chèvremont;Luik
6640;VAUX-SUR-SÛRE;Luxemburg
3870;Vechmaal;Limburg
5020;Vedrin;Namen
2431;Veerle;Antwerpen
5060;Velaine-Sur-Sambre;Namen
7760;Velaines;Henegouwen
8210;Veldegem;West-Vlaanderen
3620;Veldwezelt;Limburg
7120;Vellereille-Le-Sec;Henegouwen
7120;Vellereille-Les-Brayeux;Henegouwen
3806;Velm;Limburg
4460;Velroux;Luik
3020;Veltem-Beisem;Vlaams-Brabant
9620;Velzeke-Ruddershove;Oost-Vlaanderen 
5575;Vencimont;Namen
1005;Verenigde Vergadering van de Gemeenschappelijke ;
6440;Vergnies;Henegouwen
4537;VERLAINE;Luik
5370;Verlée;Namen
9130;Verrebroek;Oost-Vlaanderen 
3370;Vertrijk;Vlaams-Brabant
4800;VERVIERS;Luik
6870;Vesqueville;Luxemburg
3870;Veulen;Limburg
8630;VEURNE;West-Vlaanderen
5300;Vezin;Namen
7538;Vezon;Henegouwen
9500;Viane;Oost-Vlaanderen 
8570;Vichte;West-Vlaanderen
6690;VIELSALM;Luxemburg
4317;Viemme;Luik
2240;Viersel;Antwerpen
4577;Vierset-Barse;Luik
5670;Vierves-Sur-Viroin;Namen
6230;Viesville;Henegouwen
1472;Vieux-Genappe;Waals-Brabant
4530;Vieux-Waleffe;Luik
4190;Vieuxville;Luik
6890;Villance;Luxemburg
4260;Ville-En-Hesbaye;Luik
7322;Ville-Pommeroeul;Henegouwen
7070;Ville-Sur-Haine;Henegouwen
7334;Villerot;Henegouwen
4161;Villers-Aux-Tours;Luik
5630;Villers-Deux-Eglises;Namen
6823;Villers-Devant-Orval;Luxemburg
5600;Villers-En-Fagne;Namen
4340;Villers-L'Evêque;Luik
6600;Villers-La-Bonne-Eau;Luxemburg
6769;Villers-La-Loue;Luxemburg
6460;Villers-La-Tour;Henegouwen
1495;VILLERS-LA-VILLE;Waals-Brabant
4530;VILLERS-LE-BOUILLET;Luik
5600;Villers-Le-Gambon;Namen
4280;Villers-Le-Peuplier;Luik
4550;Villers-Le-Temple;Luik
5080;Villers-Lez-Heest;Namen
7812;Villers-Notre-Dame;Henegouwen
6210;Villers-Perwin;Henegouwen
6280;Villers-Poterie;Henegouwen
7812;Villers-Saint-Amand;Henegouwen
7031;Villers-Saint-Ghislain;Henegouwen
4453;Villers-Saint-Siméon;Luik
6941;Villers-Sainte-Gertrude;Luxemburg
5580;Villers-Sur-Lesse;Namen
6740;Villers-Sur-Semois;Luxemburg
1800;VILVOORDE;Vlaams-Brabant
4520;Vinalmont;Luik
9921;Vinderhoute;Oost-Vlaanderen 
8630;Vinkem;West-Vlaanderen
9800;Vinkt;Oost-Vlaanderen 
6461;Virelles;Henegouwen
1460;Virginal-Samme;Waals-Brabant
6760;VIRTON;Luxemburg
4600;VISÉ;Luik
3300;Vissenaken;Vlaams-Brabant
7511;VITRINE MAGIQUE;
5070;Vitrival;Namen
4683;Vivegnis;Luik
6833;Vivy;Luxemburg
1011;Vlaams Parlement;
8600;Vladslo;West-Vlaanderen
8908;Vlamertinge;West-Vlaanderen
9420;Vlekkem;Oost-Vlaanderen 
1602;Vlezenbeek;Vlaams-Brabant
3724;Vliermaal;Limburg
3721;Vliermaalroot;Limburg
9520;Vlierzele;Oost-Vlaanderen 
3770;Vlijtingen;Limburg
2340;Vlimmeren;Antwerpen
8421;Vlissegem;West-Vlaanderen
7880;VLOESBERG;Henegouwen
5600;Vodecée;Namen
5680;Vodelée;Namen
5650;Vogenée;Namen
9700;Volkegem;Oost-Vlaanderen 
1570;Vollezele;Vlaams-Brabant
5570;Vonêche;Namen
9400;Voorde;Oost-Vlaanderen 
8902;Voormezele;West-Vlaanderen
3840;Voort;Limburg
4347;Voroux-Goreux;Luik
4451;Voroux-Lez-Liers;Luik
2290;VORSELAAR;Antwerpen
3890;Vorsen;Limburg
1190;VORST;Brussel (19 gemeenten)
2430;Vorst;Antwerpen
2350;VOSSELAAR;Antwerpen
9850;Vosselare;Oost-Vlaanderen 
3080;Vossem;Vlaams-Brabant
4041;Vottem;Luik
9120;Vrasene;Oost-Vlaanderen 
2531;Vremde;Antwerpen
3700;Vreren;Limburg
5550;VRESSE-SUR-SEMOIS;Namen
3770;Vroenhoven;Limburg
1043;VRT;
1818;VTM;
3630;Vucht;Limburg
9890;Vurste;Oost-Vlaanderen 
4570;Vyle-Et-Tharoul;Luik
3473;Waanrode;Vlaams-Brabant
9506;Waarbeke;Oost-Vlaanderen 
8020;Waardamme;West-Vlaanderen
2550;Waarloos;Antwerpen
8581;Waarmaarde;West-Vlaanderen
9950;WAARSCHOOT;Oost-Vlaanderen 
3401;Waasmont;Vlaams-Brabant
9250;WAASMUNSTER;Oost-Vlaanderen 
7784;Waasten;Henegouwen
9185;WACHTEBEKE;Oost-Vlaanderen 
7971;Wadelincourt;Henegouwen
6223;Wagnelée;Henegouwen
6900;Waha;Luxemburg
5377;Waillet;Namen
4950;WAIMES;Luik
8720;Wakken;West-Vlaanderen
5650;WALCOURT;Namen
2800;Walem;Antwerpen
1457;Walhain-Saint-Paul;Waals-Brabant
4711;Walhorn;Luik
3401;Walsbets;Vlaams-Brabant
3401;Walshoutem;Vlaams-Brabant
3740;Waltwilder;Limburg
1741;Wambeek;Vlaams-Brabant
5570;Wancennes;Namen
4020;Wandre;Luik
6224;Wanfercée-Baulet;Henegouwen
3400;Wange;Vlaams-Brabant
6220;Wangenies;Henegouwen
5564;Wanlin;Namen
4980;Wanne;Luik
7861;Wannebecq;Henegouwen
9772;Wannegem-Lede;Oost-Vlaanderen 
4280;Wansin;Luik
4520;WANZE;Luik
9340;Wanzele;Oost-Vlaanderen 
7548;Warchin;Henegouwen
7740;Warcoing;Henegouwen
6600;Wardin;Luxemburg
8790;WAREGEM;West-Vlaanderen
4300;WAREMME;Luik
4217;Waret-L'Evêque;Luik
5310;Waret-La-Chaussée;Namen
5080;Warisoulx;Namen
5537;Warnant;Namen
4530;Warnant-Dreye;Luik
7340;Warquignies;Henegouwen
4608;Warsage;Luik
4590;Warzée;Luik
7340;Wasmes;Henegouwen
7604;Wasmes-Audemez-Briffoeil;Henegouwen
7390;Wasmuel;Henegouwen
4219;WASSEIGES;Luik
9988;Waterland-Oudeman;Oost-Vlaanderen 
1410;WATERLOO;Waals-Brabant
1170;WATERMAAL-BOSVOORDE;Brussel (19 gemeenten)
9988;Watervliet;Oost-Vlaanderen 
8978;Watou;West-Vlaanderen
7910;Wattripont;Henegouwen
7131;Waudrez;Henegouwen
5540;Waulsort;Namen
1440;Wauthier-Braine;Waals-Brabant
1300;WAVRE;Waals-Brabant
5580;Wavreille;Namen
6210;Wayaux;Henegouwen
1474;Ways;Waals-Brabant
3290;Webbekom;Vlaams-Brabant
2275;Wechelderzande;Antwerpen
2381;Weelde;Antwerpen
1982;Weerde;Vlaams-Brabant
2880;Weert;Antwerpen
4860;Wegnez;Luik
5523;Weillen;Namen
9700;Welden;Oost-Vlaanderen 
4840;WELKENRAEDT;Luik
9473;Welle;Oost-Vlaanderen 
3830;WELLEN;Limburg
6920;WELLIN;Luxemburg
1780;WEMMEL;Vlaams-Brabant
8420;Wenduine;West-Vlaanderen
5100;Wépion;Namen
4190;Werbomont;Luik
3118;Werchter;Vlaams-Brabant
6940;Wéris;Luxemburg
8610;Werken;West-Vlaanderen
3730;Werm;Limburg
8940;WERVIK;West-Vlaanderen
3150;Wespelaar;Vlaams-Brabant
8434;Westende;West-Vlaanderen
2260;WESTERLO;Antwerpen
8300;Westkapelle;West-Vlaanderen
8460;Westkerke;West-Vlaanderen
2390;Westmalle;Antwerpen
2235;Westmeerbeek;Antwerpen
8954;Westouter;West-Vlaanderen
9230;Westrem;Oost-Vlaanderen 
8840;Westrozebeke;West-Vlaanderen
8640;Westvleteren;West-Vlaanderen
9230;WETTEREN;Oost-Vlaanderen 
8560;WEVELGEM;West-Vlaanderen
7620;Wez-Velvain;Henegouwen
3111;Wezemaal;Vlaams-Brabant
1970;WEZEMBEEK-OPPEM;Vlaams-Brabant
3401;Wezeren;Vlaams-Brabant
6666;Wibrin;Luxemburg
9260;WICHELEN;Oost-Vlaanderen 
3700;Widooie;Limburg
2222;Wiekevorst;Antwerpen
8710;WIELSBEKE;West-Vlaanderen
5100;Wierde;Namen
7608;Wiers;Henegouwen
5571;Wiesme;Namen
9280;Wieze;Oost-Vlaanderen 
7370;Wihéries;Henegouwen
4452;Wihogne;Luik
3990;Wijchmaal;Limburg
3850;Wijer;Limburg
3018;Wijgmaal;Vlaams-Brabant
2110;WIJNEGEM;Antwerpen
3670;Wijshagen;Limburg
8953;Wijtschate;West-Vlaanderen
3803;Wilderen;Limburg
7904;Willaupuis;Henegouwen
3370;Willebringen;Vlaams-Brabant
2830;WILLEBROEK;Antwerpen
7506;Willemeau;Henegouwen
5575;Willerzie;Namen
2610;Wilrijk;Antwerpen
3012;Wilsele;Vlaams-Brabant
8431;Wilskerke;West-Vlaanderen
3501;Wimmertingen;Limburg
5570;Winenne;Namen
8750;WINGENE;West-Vlaanderen
3020;Winksele;Vlaams-Brabant
3722;Wintershoven;Limburg
6860;Witry;Luxemburg
7890;Wodecq;Henegouwen
8640;Woesten;West-Vlaanderen
6780;Wolkrange;Luxemburg
1861;Wolvertem;Vlaams-Brabant
2160;WOMMELGEM;Antwerpen
3350;Wommersom;Vlaams-Brabant
4690;Wonck;Luik
9032;Wondelgem;Oost-Vlaanderen 
9800;Wontergem;Oost-Vlaanderen 
9790;Wortegem;Oost-Vlaanderen 
2323;Wortel;Antwerpen
9550;Woubrechtegem;Oost-Vlaanderen 
8600;Woumen;West-Vlaanderen
8670;Wulpen;West-Vlaanderen
8952;Wulvergem;West-Vlaanderen
8630;Wulveringem;West-Vlaanderen
2990;WUUSTWEZEL;Antwerpen
4652;Xhendelesse;Luik
4432;Xhendremael;Luik
4190;Xhoris;Luik
4550;Yernée-Fraineux;Luik
7512;YVES ROCHER;
7513;YVES ROCHER;
5650;Yves-Gomezée;Namen
5530;YVOIR;Namen
9080;Zaffelare;Oost-Vlaanderen 
9506;Zandbergen;Oost-Vlaanderen 
8680;Zande;West-Vlaanderen
2240;ZANDHOVEN;Antwerpen
2040;Zandvliet;Antwerpen
8400;Zandvoorde;West-Vlaanderen
8980;Zandvoorde;West-Vlaanderen
9500;Zarlardinge;Oost-Vlaanderen 
8610;Zarren;West-Vlaanderen
1930;ZAVENTEM;Vlaams-Brabant
8210;ZEDELGEM;West-Vlaanderen
8380;Zeebrugge;West-Vlaanderen
9660;Zegelsem;Oost-Vlaanderen 
9240;ZELE;Oost-Vlaanderen 
3545;Zelem;Limburg
1731;Zellik;Vlaams-Brabant
9060;ZELZATE;Oost-Vlaanderen 
1980;ZEMST;Vlaams-Brabant
3800;Zepperen;Limburg
8490;Zerkegem;West-Vlaanderen
1370;Zétrud-Lumay;Waals-Brabant
8470;Zevekote;West-Vlaanderen
9080;Zeveneken;Oost-Vlaanderen 
9800;Zeveren;Oost-Vlaanderen 
9840;Zevergem;Oost-Vlaanderen 
3271;Zichem;Vlaams-Brabant
3770;Zichen-Zussen-Bolder;Limburg
8902;Zillebeke;West-Vlaanderen
9750;ZINGEM;Oost-Vlaanderen 
2260;Zoerle-Parwijs;Antwerpen
2980;ZOERSEL;Antwerpen
3550;Zolder;Limburg
9930;ZOMERGEM;Oost-Vlaanderen 
3520;ZONHOVEN;Limburg
8980;ZONNEBEKE;West-Vlaanderen
9520;Zonnegem;Oost-Vlaanderen 
9620;ZOTTEGEM;Oost-Vlaanderen 
8630;Zoutenaaie;West-Vlaanderen
3440;ZOUTLEEUW;Vlaams-Brabant
8904;Zuidschote;West-Vlaanderen
8377;ZUIENKERKE;West-Vlaanderen
9870;ZULTE;Oost-Vlaanderen 
9690;Zulzeke;Oost-Vlaanderen 
3690;ZUTENDAAL;Limburg
8550;ZWEVEGEM;West-Vlaanderen
8750;Zwevezele;West-Vlaanderen
9052;Zwijnaarde;Oost-Vlaanderen 
2070;ZWIJNDRECHT;Antwerpen
